"country_code","country_name","income_group","year","indicator_name","gdp"
"FIN","Finland","High income (H)",1997,"GDP (current US$)",1.26912e+11
"FRA","France","High income (H)",1997,"GDP (current US$)",1.45288e+12
"PYF","French Polynesia","High income (H)",1997,"GDP (current US$)",3567062512
"GAB","Gabon","Upper middle income (UM)",1997,"GDP (current US$)",5326816859
"GMB","Gambia, The","Low income (L)",1997,"GDP (current US$)",803630742.5
"GEO","Georgia","Lower middle income (LM)",1997,"GDP (current US$)",3510520231
"DEU","Germany","High income (H)",1997,"GDP (current US$)",2.21199e+12
"GHA","Ghana","Low income (L)",1997,"GDP (current US$)",6891308594
"GRC","Greece","High income (H)",1997,"GDP (current US$)",1.43158e+11
"GRL","Greenland","High income (H)",1997,"GDP (current US$)",1072147778
"GRD","Grenada","Upper middle income (UM)",1997,"GDP (current US$)",392190592.6
"GTM","Guatemala","Lower middle income (LM)",1997,"GDP (current US$)",17790026222
"GIN","Guinea","Low income (L)",1997,"GDP (current US$)",3783788551
"GNB","Guinea-Bissau","Low income (L)",1997,"GDP (current US$)",268550998.2
"GUY","Guyana","Lower middle income (LM)",1997,"GDP (current US$)",749138009.6
"HTI","Haiti","Low income (L)",1997,"GDP (current US$)",3338938830
"HND","Honduras","Low income (L)",1997,"GDP (current US$)",5737099650
"HKG","Hong Kong SAR, China","High income (H)",1997,"GDP (current US$)",1.77353e+11
"HUN","Hungary","Upper middle income (UM)",1997,"GDP (current US$)",47296952929
"ISL","Iceland","High income (H)",1997,"GDP (current US$)",7580988916
"IND","India","Low income (L)",1997,"GDP (current US$)",4.15868e+11
"IDN","Indonesia","Lower middle income (LM)",1997,"GDP (current US$)",2.15749e+11
"IRN","Iran, Islamic Rep.","Lower middle income (LM)",1997,"GDP (current US$)",1.13919e+11
"IRL","Ireland","High income (H)",1997,"GDP (current US$)",82826141595
"IMN","Isle of Man","Upper middle income (UM)",1997,"GDP (current US$)",1180919719
"ISR","Israel","High income (H)",1997,"GDP (current US$)",1.14693e+11
"ITA","Italy","High income (H)",1997,"GDP (current US$)",1.24188e+12
"JAM","Jamaica","Lower middle income (LM)",1997,"GDP (current US$)",8375077443
"JPN","Japan","High income (H)",1997,"GDP (current US$)",4.41473e+12
"JOR","Jordan","Lower middle income (LM)",1997,"GDP (current US$)",7347574048
"KAZ","Kazakhstan","Lower middle income (LM)",1997,"GDP (current US$)",22165932063
"KEN","Kenya","Low income (L)",1997,"GDP (current US$)",13115773738
"KIR","Kiribati","Lower middle income (LM)",1997,"GDP (current US$)",67537479.59
"KOR","Korea, Rep.","High income (H)",1997,"GDP (current US$)",5.57503e+11
"KWT","Kuwait","High income (H)",1997,"GDP (current US$)",30355093966
"KGZ","Kyrgyz Republic","Low income (L)",1997,"GDP (current US$)",1767864036
"LAO","Lao PDR","Low income (L)",1997,"GDP (current US$)",1747011857
"LVA","Latvia","Lower middle income (LM)",1997,"GDP (current US$)",6508472054
"LBN","Lebanon","Upper middle income (UM)",1997,"GDP (current US$)",15751867489
"LSO","Lesotho","Low income (L)",1997,"GDP (current US$)",997996028.6
"LBY","Libya","Upper middle income (UM)",1997,"GDP (current US$)",30698633109
"LIE","Liechtenstein","High income (H)",1997,"GDP (current US$)",2298410391
"LTU","Lithuania","Lower middle income (LM)",1997,"GDP (current US$)",10120274493
"LUX","Luxembourg","High income (H)",1997,"GDP (current US$)",19731912494
"MAC","Macao SAR, China","High income (H)",1997,"GDP (current US$)",7211264780
"MDG","Madagascar","Low income (L)",1997,"GDP (current US$)",3545776697
"MWI","Malawi","Low income (L)",1997,"GDP (current US$)",2663234934
"MYS","Malaysia","Upper middle income (UM)",1997,"GDP (current US$)",1.00005e+11
"MDV","Maldives","Lower middle income (LM)",1997,"GDP (current US$)",508223602.4
"MLI","Mali","Low income (L)",1997,"GDP (current US$)",2697105694
"MLT","Malta","Upper middle income (UM)",1997,"GDP (current US$)",3705372039
"MHL","Marshall Islands","Lower middle income (LM)",1997,"GDP (current US$)",110705600
"MRT","Mauritania","Low income (L)",1997,"GDP (current US$)",1401946856
"MUS","Mauritius","Upper middle income (UM)",1997,"GDP (current US$)",4187367602
"MEX","Mexico","Upper middle income (UM)",1997,"GDP (current US$)",5.00413e+11
"FSM","Micronesia, Fed. Sts.","Lower middle income (LM)",1997,"GDP (current US$)",206626303.6
"MDA","Moldova","Low income (L)",1997,"GDP (current US$)",1930081169
"MCO","Monaco","High income (H)",1997,"GDP (current US$)",2840182221
"MNG","Mongolia","Low income (L)",1997,"GDP (current US$)",1180934203
"MAR","Morocco","Lower middle income (LM)",1997,"GDP (current US$)",39147844526
"MOZ","Mozambique","Low income (L)",1997,"GDP (current US$)",4976735802
"NAM","Namibia","Lower middle income (LM)",1997,"GDP (current US$)",4102648720
"NPL","Nepal","Low income (L)",1997,"GDP (current US$)",4918691917
"NLD","Netherlands","High income (H)",1997,"GDP (current US$)",4.16813e+11
"NCL","New Caledonia","High income (H)",1997,"GDP (current US$)",3291489841
"NZL","New Zealand","High income (H)",1997,"GDP (current US$)",66075143415
"NIC","Nicaragua","Low income (L)",1997,"GDP (current US$)",4389965591
"NER","Niger","Low income (L)",1997,"GDP (current US$)",1845599608
"NGA","Nigeria","Low income (L)",1997,"GDP (current US$)",54457835193
"MKD","North Macedonia","Lower middle income (LM)",1997,"GDP (current US$)",3928975904
"NOR","Norway","High income (H)",1997,"GDP (current US$)",1.61357e+11
"OMN","Oman","Upper middle income (UM)",1997,"GDP (current US$)",15837451235
"PAK","Pakistan","Low income (L)",1997,"GDP (current US$)",62433300338
"PAN","Panama","Lower middle income (LM)",1997,"GDP (current US$)",10677286100
"PNG","Papua New Guinea","Lower middle income (LM)",1997,"GDP (current US$)",4936615299
"PRY","Paraguay","Lower middle income (LM)",1997,"GDP (current US$)",9965225678
"PER","Peru","Lower middle income (LM)",1997,"GDP (current US$)",58147522523
"PHL","Philippines","Lower middle income (LM)",1997,"GDP (current US$)",82344260571
"POL","Poland","Upper middle income (UM)",1997,"GDP (current US$)",1.59118e+11
"PRT","Portugal","High income (H)",1997,"GDP (current US$)",1.17017e+11
"PRI","Puerto Rico","Upper middle income (UM)",1997,"GDP (current US$)",48187039000
"QAT","Qatar","High income (H)",1997,"GDP (current US$)",11297802115
"ROU","Romania","Lower middle income (LM)",1997,"GDP (current US$)",35574916295
"RUS","Russian Federation","Lower middle income (LM)",1997,"GDP (current US$)",4.04929e+11
"RWA","Rwanda","Low income (L)",1997,"GDP (current US$)",1851558302
"WSM","Samoa","Lower middle income (LM)",1997,"GDP (current US$)",285475591.9
"SAU","Saudi Arabia","Upper middle income (UM)",1997,"GDP (current US$)",1.65964e+11
"SEN","Senegal","Low income (L)",1997,"GDP (current US$)",5915250258
"SYC","Seychelles","Upper middle income (UM)",1997,"GDP (current US$)",562958836.5
"SLE","Sierra Leone","Low income (L)",1997,"GDP (current US$)",850218033.6
"SGP","Singapore","High income (H)",1997,"GDP (current US$)",1.00124e+11
"SVK","Slovak Republic","Upper middle income (UM)",1997,"GDP (current US$)",27706028096
"SVN","Slovenia","High income (H)",1997,"GDP (current US$)",20763101591
"SLB","Solomon Islands","Lower middle income (LM)",1997,"GDP (current US$)",567919502.8
"ZAF","South Africa","Upper middle income (UM)",1997,"GDP (current US$)",1.52587e+11
"ESP","Spain","High income (H)",1997,"GDP (current US$)",5.90077e+11
"LKA","Sri Lanka","Lower middle income (LM)",1997,"GDP (current US$)",15091913884
"KNA","St. Kitts and Nevis","Upper middle income (UM)",1997,"GDP (current US$)",374640307
"LCA","St. Lucia","Upper middle income (UM)",1997,"GDP (current US$)",721068259.3
"VCT","St. Vincent and the Grenadines","Lower middle income (LM)",1997,"GDP (current US$)",347770000
"SDN","Sudan","Low income (L)",1997,"GDP (current US$)",11681494637
"SUR","Suriname","Lower middle income (LM)",1997,"GDP (current US$)",926422500
"SWE","Sweden","High income (H)",1997,"GDP (current US$)",2.66384e+11
"CHE","Switzerland","High income (H)",1997,"GDP (current US$)",2.86519e+11
"SYR","Syrian Arab Republic","Lower middle income (LM)",1997,"GDP (current US$)",14505233969
"TJK","Tajikistan","Low income (L)",1997,"GDP (current US$)",921572114.5
"TZA","Tanzania","Low income (L)",1997,"GDP (current US$)",7683852497
"THA","Thailand","Lower middle income (LM)",1997,"GDP (current US$)",1.5018e+11
"TGO","Togo","Low income (L)",1997,"GDP (current US$)",1498950899
"TON","Tonga","Lower middle income (LM)",1997,"GDP (current US$)",212155124.7
"TTO","Trinidad and Tobago","Upper middle income (UM)",1997,"GDP (current US$)",5737751332
"TUN","Tunisia","Lower middle income (LM)",1997,"GDP (current US$)",20746360430
"TUR","Turkey","Upper middle income (UM)",1997,"GDP (current US$)",1.89835e+11
"TKM","Turkmenistan","Low income (L)",1997,"GDP (current US$)",2450349634
"UGA","Uganda","Low income (L)",1997,"GDP (current US$)",6269333313
"UKR","Ukraine","Lower middle income (LM)",1997,"GDP (current US$)",50150399792
"ARE","United Arab Emirates","High income (H)",1997,"GDP (current US$)",78839008445
"GBR","United Kingdom","High income (H)",1997,"GDP (current US$)",1.55908e+12
"USA","United States","High income (H)",1997,"GDP (current US$)",8.57755e+12
"URY","Uruguay","Upper middle income (UM)",1997,"GDP (current US$)",23969823010
"UZB","Uzbekistan","Lower middle income (LM)",1997,"GDP (current US$)",14744603774
"VUT","Vanuatu","Lower middle income (LM)",1997,"GDP (current US$)",255890221.8
"VEN","Venezuela, RB","Upper middle income (UM)",1997,"GDP (current US$)",85843534589
"VNM","Vietnam","Low income (L)",1997,"GDP (current US$)",26843700442
"PSE","West Bank and Gaza","Lower middle income (LM)",1997,"GDP (current US$)",3759800000
"YEM","Yemen, Rep.","Low income (L)",1997,"GDP (current US$)",6838557384
"ZMB","Zambia","Low income (L)",1997,"GDP (current US$)",4303281932
"ZWE","Zimbabwe","Low income (L)",1997,"GDP (current US$)",8529571600
"ALB","Albania","Lower middle income (LM)",1998,"GDP (current US$)",2545967253
"DZA","Algeria","Lower middle income (LM)",1998,"GDP (current US$)",48187747529
"AND","Andorra","High income (H)",1998,"GDP (current US$)",1211932398
"AGO","Angola","Low income (L)",1998,"GDP (current US$)",6506229607
"ATG","Antigua and Barbuda","Upper middle income (UM)",1998,"GDP (current US$)",727860592.6
"ARG","Argentina","Upper middle income (UM)",1998,"GDP (current US$)",2.98948e+11
"ARM","Armenia","Low income (L)",1998,"GDP (current US$)",1893726437
"ABW","Aruba","High income (H)",1998,"GDP (current US$)",1665100559
"AUS","Australia","High income (H)",1998,"GDP (current US$)",3.98899e+11
"AUT","Austria","High income (H)",1998,"GDP (current US$)",2.1826e+11
"AZE","Azerbaijan","Low income (L)",1998,"GDP (current US$)",4446370371
"BHS","Bahamas, The","High income (H)",1998,"GDP (current US$)",6833220000
"BHR","Bahrain","Upper middle income (UM)",1998,"GDP (current US$)",6183776596
"BGD","Bangladesh","Low income (L)",1998,"GDP (current US$)",49984559471
"BRB","Barbados","Upper middle income (UM)",1998,"GDP (current US$)",2874459305
"BLR","Belarus","Lower middle income (LM)",1998,"GDP (current US$)",15222012660
"BEL","Belgium","High income (H)",1998,"GDP (current US$)",2.58528e+11
"BLZ","Belize","Lower middle income (LM)",1998,"GDP (current US$)",688992450
"BEN","Benin","Low income (L)",1998,"GDP (current US$)",2455092582
"BMU","Bermuda","High income (H)",1998,"GDP (current US$)",3130748000
"BTN","Bhutan","Low income (L)",1998,"GDP (current US$)",376955087.3
"BOL","Bolivia","Lower middle income (LM)",1998,"GDP (current US$)",8497545598
"BIH","Bosnia and Herzegovina","Lower middle income (LM)",1998,"GDP (current US$)",4116699437
"BWA","Botswana","Upper middle income (UM)",1998,"GDP (current US$)",4790458837
"BRA","Brazil","Upper middle income (UM)",1998,"GDP (current US$)",8.63723e+11
"BRN","Brunei Darussalam","High income (H)",1998,"GDP (current US$)",4051147228
"BGR","Bulgaria","Lower middle income (LM)",1998,"GDP (current US$)",14942172234
"BFA","Burkina Faso","Low income (L)",1998,"GDP (current US$)",2804902724
"BDI","Burundi","Low income (L)",1998,"GDP (current US$)",893770806.1
"CPV","Cabo Verde","Lower middle income (LM)",1998,"GDP (current US$)",521910560.5
"KHM","Cambodia","Low income (L)",1998,"GDP (current US$)",3120425503
"CMR","Cameroon","Low income (L)",1998,"GDP (current US$)",10612847429
"CAN","Canada","High income (H)",1998,"GDP (current US$)",6.31813e+11
"CAF","Central African Republic","Low income (L)",1998,"GDP (current US$)",967338348.7
"TCD","Chad","Low income (L)",1998,"GDP (current US$)",1744794457
"CHI","Channel Islands","High income (H)",1998,"GDP (current US$)",5945677377
"CHL","Chile","Upper middle income (UM)",1998,"GDP (current US$)",81577430181
"CHN","China","Low income (L)",1998,"GDP (current US$)",1.02904e+12
"COL","Colombia","Lower middle income (LM)",1998,"GDP (current US$)",98443739941
"COM","Comoros","Low income (L)",1998,"GDP (current US$)",370106776
"COD","Congo, Dem. Rep.","Low income (L)",1998,"GDP (current US$)",6215591270
"COG","Congo, Rep.","Low income (L)",1998,"GDP (current US$)",1949481297
"CRI","Costa Rica","Lower middle income (LM)",1998,"GDP (current US$)",13617405297
"CIV","Côte d'Ivoire","Low income (L)",1998,"GDP (current US$)",12612033729
"HRV","Croatia","Upper middle income (UM)",1998,"GDP (current US$)",25467053259
"CUB","Cuba","Lower middle income (LM)",1998,"GDP (current US$)",25736331200
"CYP","Cyprus","High income (H)",1998,"GDP (current US$)",10248617647
"CZE","Czech Republic","Upper middle income (UM)",1998,"GDP (current US$)",66490372105
"DNK","Denmark","High income (H)",1998,"GDP (current US$)",1.76992e+11
"DJI","Djibouti","Lower middle income (LM)",1998,"GDP (current US$)",514267869.3
"DMA","Dominica","Lower middle income (LM)",1998,"GDP (current US$)",322409851.9
"DOM","Dominican Republic","Lower middle income (LM)",1998,"GDP (current US$)",21672526563
"ECU","Ecuador","Lower middle income (LM)",1998,"GDP (current US$)",27981896948
"EGY","Egypt, Arab Rep.","Lower middle income (LM)",1998,"GDP (current US$)",84828807556
"SLV","El Salvador","Lower middle income (LM)",1998,"GDP (current US$)",10936669900
"GNQ","Equatorial Guinea","Lower middle income (LM)",1998,"GDP (current US$)",370687618.7
"ERI","Eritrea","Low income (L)",1998,"GDP (current US$)",745526154.9
"EST","Estonia","Upper middle income (UM)",1998,"GDP (current US$)",5665917232
"SWZ","Eswatini","Lower middle income (LM)",1998,"GDP (current US$)",1576904292
"ETH","Ethiopia","Low income (L)",1998,"GDP (current US$)",7818224906
"FRO","Faeroe Islands","High income (H)",1998,"GDP (current US$)",1107882641
"FJI","Fiji","Lower middle income (LM)",1998,"GDP (current US$)",1656784780
"FIN","Finland","High income (H)",1998,"GDP (current US$)",1.34039e+11
"FRA","France","High income (H)",1998,"GDP (current US$)",1.50311e+12
"PYF","French Polynesia","High income (H)",1998,"GDP (current US$)",3775160797
"GAB","Gabon","Upper middle income (UM)",1998,"GDP (current US$)",4483417120
"GMB","Gambia, The","Low income (L)",1998,"GDP (current US$)",840285264.6
"GEO","Georgia","Lower middle income (LM)",1998,"GDP (current US$)",3613498175
"DEU","Germany","High income (H)",1998,"GDP (current US$)",2.23899e+12
"GHA","Ghana","Low income (L)",1998,"GDP (current US$)",7480968858
"GRC","Greece","High income (H)",1998,"GDP (current US$)",1.44428e+11
"GRL","Greenland","High income (H)",1998,"GDP (current US$)",1149862703
"GRD","Grenada","Upper middle income (UM)",1998,"GDP (current US$)",445903592.6
"GTM","Guatemala","Lower middle income (LM)",1998,"GDP (current US$)",19395491993
"GIN","Guinea","Low income (L)",1998,"GDP (current US$)",3588376057
"GNB","Guinea-Bissau","Low income (L)",1998,"GDP (current US$)",206457544.5
"GUY","Guyana","Lower middle income (LM)",1998,"GDP (current US$)",717530683.2
"HTI","Haiti","Low income (L)",1998,"GDP (current US$)",3723909227
"HND","Honduras","Low income (L)",1998,"GDP (current US$)",6366340266
"HKG","Hong Kong SAR, China","High income (H)",1998,"GDP (current US$)",1.68886e+11
"HUN","Hungary","Upper middle income (UM)",1998,"GDP (current US$)",48706787306
"ISL","Iceland","High income (H)",1998,"GDP (current US$)",8494094643
"IND","India","Low income (L)",1998,"GDP (current US$)",4.21351e+11
"IDN","Indonesia","Low income (L)",1998,"GDP (current US$)",95445547873
"IRN","Iran, Islamic Rep.","Lower middle income (LM)",1998,"GDP (current US$)",1.10277e+11
"IRL","Ireland","High income (H)",1998,"GDP (current US$)",90082051923
"IMN","Isle of Man","Upper middle income (UM)",1998,"GDP (current US$)",1382548250
"ISR","Israel","High income (H)",1998,"GDP (current US$)",1.15933e+11
"ITA","Italy","High income (H)",1998,"GDP (current US$)",1.27005e+12
"JAM","Jamaica","Lower middle income (LM)",1998,"GDP (current US$)",8763219645
"JPN","Japan","High income (H)",1998,"GDP (current US$)",4.03251e+12
"JOR","Jordan","Lower middle income (LM)",1998,"GDP (current US$)",8023356841
"KAZ","Kazakhstan","Lower middle income (LM)",1998,"GDP (current US$)",22135245413
"KEN","Kenya","Low income (L)",1998,"GDP (current US$)",14093998844
"KIR","Kiribati","Lower middle income (LM)",1998,"GDP (current US$)",65334841.06
"KOR","Korea, Rep.","Upper middle income (UM)",1998,"GDP (current US$)",3.74241e+11
"KWT","Kuwait","High income (H)",1998,"GDP (current US$)",25939960630
"KGZ","Kyrgyz Republic","Low income (L)",1998,"GDP (current US$)",1645963750
